"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019905","syntaxin binding","7/82","72/28409",0.0972222222222222,33.6827574525745,14.9394623676561,1.62738611682521e-09,2.90852818261539e-07,1.7309447990272e-07,"Cplx1/Cplx2/Lrrk2/Napb/Nsf/Snap25/Syt5",7
"GO:0000149","SNARE binding","8/82","119/28409",0.0672268907563025,23.2908382865341,13.1102318688211,2.0554969488448e-09,2.90852818261539e-07,1.7309447990272e-07,"Cplx1/Cplx2/Kcnb1/Lrrk2/Napb/Nsf/Snap25/Syt5",8
"GO:0017075","syntaxin-1 binding","5/82","23/28409",0.217391304347826,75.3154825026511,19.1830688358147,5.71848869525696e-09,5.39444100252573e-07,3.21037961838987e-07,"Cplx1/Cplx2/Lrrk2/Nsf/Snap25",5
"GO:0035254","glutamate receptor binding","6/82","80/28409",0.075,25.9838414634146,12.039696832611,1.2167298789495e-07,8.60836389356772e-06,5.12307317452421e-06,"Gria1/Grin2b/Nsf/Ptk2b/Shank1/Shisa6",6
"GO:0035255","ionotropic glutamate receptor binding","5/82","53/28409",0.0943396226415094,32.6840773124712,12.4217698920579,4.55733217705339e-07,2.57945001221222e-05,1.53510136490219e-05,"Gria1/Grin2b/Nsf/Shank1/Shisa6",5
"GO:0099507","ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential","4/82","24/28409",0.166666666666667,57.7418699186992,14.9620733650897,6.55485335228016e-07,3.09170583115881e-05,1.83995883572776e-05,"Gabra1/Gria1/Grin2b/Kcnma1",4
"GO:0097110","scaffold protein binding","5/82","89/28409",0.0561797752808989,19.4635516579885,9.38621697310117,6.07754053033276e-06,0.000245706281440596,0.000146226539075675,"Gria1/Grin2b/Grm3/Kif5a/Shank1",5
"GO:0051018","protein kinase A binding","4/82","57/28409",0.0701754385964912,24.3123662815576,9.4789209261357,2.26649539782477e-05,0.0007126868862049,0.000424139489651419,"Gria1/Lrrk2/Nbea/Sphkap",4
"GO:0099529","neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential","4/82","57/28409",0.0701754385964912,24.3123662815576,9.4789209261357,2.26649539782477e-05,0.0007126868862049,0.000424139489651419,"Gabra1/Gria1/Grin2b/Kctd12",4
"GO:0022836","gated channel activity","7/82","316/28409",0.0221518987341772,7.67455233096635,6.41938744799662,3.67104269337568e-05,0.000956195737938233,0.000569058278110907,"Gabra1/Gria1/Grin2b/Hcn1/Kcnb1/Kcnma1/Snap25",7
"GO:0046873","metal ion transmembrane transporter activity","8/82","450/28409",0.0177777777777778,6.15913279132791,5.9353879513995,4.76556178974357e-05,0.000956195737938233,0.000569058278110907,"Atp1a3/Gria1/Grin2b/Hcn1/Kcnb1/Kcnma1/Slc8a2/Snap25",8
"GO:0003779","actin binding","8/82","451/28409",0.0177383592017738,6.14547617759991,5.92635628392801,4.84038829008522e-05,0.000956195737938233,0.000569058278110907,"Arc/Hpca/Kcnma1/Klhl2/Lrrk2/Prkce/Tmsb10/Tmsb4x",8
"GO:0001540","amyloid-beta binding","4/82","70/28409",0.0571428571428571,19.797212543554,8.47182890075541,5.11324898686961e-05,0.000956195737938233,0.000569058278110907,"Atp1a3/Cst3/Gria1/Itm2b",4
"GO:0098960","postsynaptic neurotransmitter receptor activity","4/82","70/28409",0.0571428571428571,19.797212543554,8.47182890075541,5.11324898686961e-05,0.000956195737938233,0.000569058278110907,"Gabra1/Gria1/Grin2b/Kctd12",4
"GO:0001664","G protein-coupled receptor binding","7/82","338/28409",0.0207100591715976,7.17502525616972,6.14462114210782,5.61383995688464e-05,0.000956195737938233,0.000569058278110907,"Aplp1/Atp1a3/Gna14/Gria1/Grin2b/Nsf/Shank1",7
"GO:0008066","glutamate receptor activity","3/82","26/28409",0.115384615384615,39.9751407129456,10.6972508905606,5.74393199468196e-05,0.000956195737938233,0.000569058278110907,"Gria1/Grin2b/Grm3",3
"GO:0050780","dopamine receptor binding","3/82","26/28409",0.115384615384615,39.9751407129456,10.6972508905606,5.74393199468196e-05,0.000956195737938233,0.000569058278110907,"Atp1a3/Grin2b/Nsf",3
"GO:0033218","amide binding","6/82","236/28409",0.0254237288135593,8.80808185200496,6.48053373618659,6.37617532876717e-05,0.000960484095797824,0.000571610397350388,"Atp1a3/Cst3/Gria1/Itm2b/Ppp3ca/Ppp3r1",6
"GO:0003785","actin monomer binding","3/82","27/28409",0.111111111111111,38.4945799457995,10.4871104333549,6.44847979510907e-05,0.000960484095797824,0.000571610397350388,"Prkce/Tmsb10/Tmsb4x",3
"GO:0015079","potassium ion transmembrane transporter activity","5/82","161/28409",0.031055900621118,10.7593546432359,6.68139503986596,0.000105417091456613,0.00149165184411107,0.000887722875424107,"Atp1a3/Hcn1/Kcnb1/Kcnma1/Snap25",5
"GO:0005244","voltage-gated monoatomic ion channel activity","5/82","174/28409",0.028735632183908,9.95549481356883,6.37525087265601,0.000151666390427164,0.00204388516623274,0.00121637205355119,"Grin2b/Hcn1/Kcnb1/Kcnma1/Snap25",5
"GO:0022832","voltage-gated channel activity","5/82","176/28409",0.0284090909090909,9.84236419068736,6.33101266969097,0.000159971719049188,0.00205781802231456,0.00122466387788852,"Grin2b/Hcn1/Kcnb1/Kcnma1/Snap25",5
"GO:0015276","ligand-gated monoatomic ion channel activity","5/82","178/28409",0.0280898876404494,9.73177582899424,6.28747704123123,0.000168620459574843,0.00206182058714644,0.00122704591386807,"Gabra1/Gria1/Grin2b/Hcn1/Kcnma1",5
"GO:0030594","neurotransmitter receptor activity","4/82","96/28409",0.0416666666666667,14.4354674796748,7.09451022015398,0.000175010880778891,0.00206182058714644,0.00122704591386807,"Gabra1/Gria1/Grin2b/Kctd12",4
"GO:0005249","voltage-gated potassium channel activity","4/82","97/28409",0.0412371134020619,14.286648227307,7.05249835953091,0.000182139627839791,0.00206182058714644,0.00122704591386807,"Hcn1/Kcnb1/Kcnma1/Snap25",4
"GO:0022834","ligand-gated channel activity","5/82","183/28409",0.0273224043715847,9.46588031454085,6.18158670552406,0.000191807321730304,0.00208774892498754,0.00124247657801007,"Gabra1/Gria1/Grin2b/Hcn1/Kcnma1",5
"GO:0031267","small GTPase binding","6/82","298/28409",0.0201342281879195,6.97552790964151,5.57921667708214,0.000227361592052303,0.00238308631669636,0.00141823995042372,"Gria1/Itpka/Lrrk2/Nckap1/Nsf/Pak1",6
"GO:0005516","calmodulin binding","5/82","198/28409",0.0252525252525253,8.74876816949988,5.88685023078253,0.000276142491156307,0.00279101160704411,0.00166100746560185,"Itpka/Nrgn/Pde1a/Ppp3ca/Slc8a2",5
